placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type
222-222@62j-sj3-3bk,,Fuji At Kendall,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.365244,-71.082333,300 3rd St,Cambridge,MA,02142,US,+16172520088,"{ ""Mon"": [[""11:00"", ""21:45""]], ""Tue"": [[""11:00"", ""21:45""]], ""Wed"": [[""11:00"", ""21:45""]], ""Thu"": [[""11:00"", ""21:45""]], ""Fri"": [[""11:00"", ""22:45""]], ""Sat"": [[""11:00"", ""22:45""]], ""Sun"": [[""11:00"", ""21:45""]] }","Japanese Food,Sushi",,,2019-07-01,POLYGON
222-222@62j-sj3-45f,,Cambridge Center Roof Garden,"","","Museums, Historical Sites, and Similar Institutions",Zoos and Botanical Gardens,712130,42.36348,-71.086999,4 Cambridge Ctr,Cambridge,MA,02142,US,,"{ ""Mon"": [[""6:00"", ""20:00""]], ""Tue"": [[""6:00"", ""20:00""]], ""Wed"": [[""6:00"", ""20:00""]], ""Thu"": [[""6:00"", ""20:00""]], ""Fri"": [[""6:00"", ""20:00""]], ""Sat"": [[""6:00"", ""20:00""]], ""Sun"": [[""6:00"", ""20:00""]] }","",,,2019-07-01,POLYGON
222-222@62j-sjs-2zf,,Social Security,"","",Administration of Human Resource Programs,,9231,42.389542,-71.145774,10 Fawcett St Ste 1,Cambridge,MA,02138,US,,"{ ""Mon"": [[""9:00"", ""16:00""]], ""Tue"": [[""9:00"", ""16:00""]], ""Wed"": [[""9:00"", ""16:00""]], ""Thu"": [[""9:00"", ""16:00""]], ""Fri"": [[""9:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }","",,,2019-07-01,POLYGON
222-222@62j-sjz-m8v,,W R Grace & Co,"","",Other Miscellaneous Manufacturing,,3399,42.398449,-71.139021,62 Whittemore Ave,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
224-222@62j-sjs-3yv,,A.C. Moore,SG_BRAND_9a5e793437182467644e9d53445c1490,A.C. Moore,Other Miscellaneous Store Retailers,All Other Miscellaneous Store Retailers (except Tobacco Stores),453998,42.390942,-71.139771,170 Alewife Brook Pkwy,Cambridge,MA,02138,US,+16177142202,"{ ""Mon"": [[""9:00"", ""21:00""]], ""Tue"": [[""9:00"", ""21:00""]], ""Wed"": [[""9:00"", ""21:00""]], ""Thu"": [[""9:00"", ""21:00""]], ""Fri"": [[""9:00"", ""21:00""]], ""Sat"": [[""9:00"", ""21:00""]], ""Sun"": [[""10:00"", ""19:00""]] }","Art Supplies,Arts and Crafts,Holiday Decorations,Home Décor",,2019-12-01,,POLYGON
226-228@62j-sjy-7t9,,Justin Lacasse DO,"","",Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),621330,42.375528,-71.146989,625 Mount Auburn St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
228-223@62j-sjz-j5f,,Cambridge Massage Therapy,"","",Personal Care Services,"Hair, Nail, and Skin Care Services",81211,42.400376,-71.134048,2557 Massachusetts Ave,Cambridge,MA,02140,US,+16178773852,"{ ""Mon"": [], ""Tue"": [[""9:00"", ""14:00""]], ""Wed"": [[""14:00"", ""19:00""]], ""Thu"": [[""12:00"", ""19:00""]], ""Fri"": [[""9:00"", ""14:00""]], ""Sat"": [[""9:30"", ""15:30""]], ""Sun"": [] }",Massage,,,2019-07-01,POLYGON
22q-222@62j-sj2-6x5,,Apartments at 379 Windsor St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.370407,-71.094368,379 Windsor St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
22s-222@62j-sjy-b49,,Apartments at 63 Aberdeen Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.377097,-71.146305,63 Aberdeen Ave,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
22v-222@62j-sk3-49z,,Apartments at 19 Rutland St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.381008,-71.120886,19 Rutland St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
22y-222@62j-sj2-nwk,,Apartments at 254 Franklin St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.364128,-71.104899,254 Franklin St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
22y-222@62j-sj2-vmk,,Townhouses at 43 5th St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.371782,-71.083295,43 5th St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
22z-222@62j-sk2-tn5,,Ginsberg Academy BJJ,"","",Other Schools and Instruction,Sports and Recreation Instruction,611620,42.390242,-71.121492,2000 Massachusetts Ave Ste 2,Cambridge,MA,02140,US,+16178211585,"{ ""Mon"": [[""18:00"", ""20:00""]], ""Tue"": [[""19:00"", ""21:00""]], ""Wed"": [[""19:00"", ""20:30""]], ""Thu"": [[""19:00"", ""21:00""]], ""Fri"": [[""16:00"", ""17:30""]], ""Sat"": [[""9:00"", ""11:00""]], ""Sun"": [[""14:00"", ""16:00""]] }",Martial Arts,,,2019-07-01,POLYGON
233-222@62j-sk3-575,,Apartments at 44 Gorham St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.381611,-71.114771,44 Gorham St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
23c-222@62j-sj3-4sq,,Apartments at 89 Spring St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.36934,-71.082322,89 Spring St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
23c-222@62j-sk2-tqf,,Apartments at 20 Porter Rd,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.388878,-71.120628,20 Porter Rd,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
23k-222@62j-sj3-9s5,,357 Prospect Street,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.373799,-71.098026,355 Prospect St # 365,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
23t-222@62j-sjz-jqf,,Boston Academic Consulting Group,"","",Other Schools and Instruction,Exam Preparation and Tutoring,611691,42.398417,-71.131883,2464 Massachusetts Ave Ste 451,Cambridge,MA,02140,US,+16174977700,,College Counseling,,,2019-07-01,POLYGON
244-222@62j-sj2-hkf,,Daniel Sanford Tutoring,"","",Other Schools and Instruction,Exam Preparation and Tutoring,611691,42.368937,-71.102737,269 Harvard St,Cambridge,MA,02139,US,+16178757527,,"",,,2019-07-01,POLYGON
24h-222@62j-sk3-5mk,,Condos at 64 Prentiss St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.384001,-71.115489,64 Prentiss St,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
24k-222@62j-sj2-qj9,,Bab Al Amoud Cafe,"","",Restaurants and Other Eating Places,Limited-Service Restaurants,722513,42.364793,-71.108774,150 Western Ave,Cambridge,MA,02139,US,+16179450733,,Cafe,,2020-07-16,2019-07-01,POLYGON
24q-223@62j-sk3-66k,,HarborOne Bank,"","",Depository Credit Intermediation,Commercial Banking,522110,42.384558,-71.119153,1739 Massachusetts Ave,Cambridge,MA,02140,US,+16172263708,,"",,,2019-07-01,POLYGON
24s-222@62j-shx-jd9,,Condos at 1 Mullins Ct,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.372499,-71.081727,1 Mullins Ct,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
254-222@62j-sj2-835,,Western Union,SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390,42.371132,-71.09709,141 Hampshire St,Cambridge,MA,02139,US,+16179388754,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""9:00"", ""20:00""]], ""Sun"": [[""9:00"", ""20:00""]] }",Currency Exchange,,,,POLYGON
25w-226@62j-sjv-j35,,Dunkin',SG_BRAND_9b4045db0fbb461cf9ed78916d9b16b4,Dunkin',Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,42.369628,-71.1114,1001 Massachusetts Ave,Cambridge,MA,02138,US,+16177144242,"{ ""Mon"": [[""5:00"", ""21:00""]], ""Tue"": [[""5:00"", ""21:00""]], ""Wed"": [[""5:00"", ""21:00""]], ""Thu"": [[""5:00"", ""21:00""]], ""Fri"": [[""5:00"", ""21:00""]], ""Sat"": [[""5:00"", ""21:00""]], ""Sun"": [[""5:00"", ""21:00""]] }","Snacks,Counter Service,Dessert,Donut Shop,Coffee Shop",,,2019-07-01,POLYGON
2nf-222@62j-sj3-2zf,,Apartments at 358 3rd St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.36356,-71.083342,358 3rd St,Cambridge,MA,02142,US,,,"",,,2019-07-01,POLYGON
zzw-222@62j-sj2-wx5,,Loyal Nine,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.371876,-71.087598,660 Cambridge St,Cambridge,MA,02141,US,+16179452576,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""8:00"", ""22:00""]], ""Sun"": [[""8:00"", ""21:00""]] }","American Food,Bar or Pub,Brunch,Late Night",,2021-12-29,2019-07-01,POLYGON
zzw-222@62j-sk2-v2k,22k-222@62j-sk2-y5f,Cambridge Naturals,"","",Health and Personal Care Stores,Food (Health) Supplement Stores,446191,42.389768,-71.119049,23 White St,Cambridge,MA,02140,US,+16174924452,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [[""10:00"", ""19:00""]] }",Gourmet,,,2019-07-01,POLYGON
zzw-223@62j-sjv-b6k,,Harvard University Employees Credit Union,"","",Depository Credit Intermediation,Credit Unions,522130,42.372836,-71.118701,16 Dunster St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
zzw-224@62j-shx-tjv,zzw-22y@62j-shx-k9f,Sears Portrait Studio,"","","Other Professional, Scientific, and Technical Services",Photographic Services,54192,42.367417,-71.076578,100 Cambridgeside Pl Ste 3,Cambridge,MA,02141,US,+16172523560,,Photography Equipment,,,2019-07-01,POLYGON
zzy-222@62j-sk2-vfz,,Condos at 11 Upland Rd,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.388274,-71.120015,11 Upland Rd,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
222-223@62j-sjv-99f,,Cambridge Center for Adult Education,"","",Other Schools and Instruction,Language Schools,611630,42.373611,-71.122836,42 Brattle St,Cambridge,MA,02138,US,+16175476789,,"",,,2019-07-01,POLYGON
222-225@62j-sj3-2x5,,Oracle,"","",Management of Companies and Enterprises,"Corporate, Subsidiary, and Regional Managing Offices",551114,42.362264,-71.081597,101 Main St,Cambridge,MA,02142,US,,,Corporate Offices,,,2019-07-01,POLYGON
223-222@62j-sj2-snq,,Mindful Cambridge,"","",Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,42.366769,-71.106702,820 Massachusetts Ave,Cambridge,MA,02139,US,,,"Meditation,Non-profit",,,2019-07-01,POLYGON
223-224@62j-sjv-qzz,,First Church In Cambridge Congregational Ucc,"","",Religious Organizations,Religious Organizations,813110,42.37664,-71.12301,11 Garden St,Cambridge,MA,02138,US,+16175472724,,"Churches,Hindu Temple,Mosque,Sikh Temple,Synagogues",,,2019-07-01,POLYGON
225-222@62j-sj2-ygk,zzw-22b@62j-sj2-vcq,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,McDonald's,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,42.37371,-71.082864,14 McGrath Hwy,Cambridge,MA,02143,US,+16176669666,"{ ""Mon"": [[""0:00"", ""24:00""]], ""Tue"": [[""0:00"", ""24:00""]], ""Wed"": [[""0:00"", ""24:00""]], ""Thu"": [[""0:00"", ""24:00""]], ""Fri"": [[""0:00"", ""24:00""]], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [[""0:00"", ""24:00""]] }","Counter Service,Lunch,Fast Food,Drive Through,Breakfast,Dinner,Burgers",,,2019-07-01,POLYGON
228-23h@62j-sj2-k4v,zzw-224@62j-sj2-kmk,Melissa Ethier MD,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,42.374766,-71.104307,1493 Cambridge St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
229-222@62j-sj2-s3q,,Pagu,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.362335,-71.099042,310 Massachusetts Ave,Cambridge,MA,02139,US,+16179459290,,"Japanese Food,Spanish Food,Tapas",,,2019-07-01,POLYGON
22f-222@62j-sj2-jsq,,Apartments at 120 Hancock St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.369489,-71.107327,120 Hancock St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
22h-222@62j-sj2-kxq,,Apartments at 24 Fayette St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.372242,-71.103283,24 Fayette St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
22m-222@62j-sjs-835,,Lerbinger Jan Dr,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,42.380066,-71.141919,81 Grozier Rd,Cambridge,MA,02138,US,+16174410824,,"",,,2019-07-01,POLYGON
22m-223@62j-sjv-9mk,,Apartments at 6 Brattle St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.373587,-71.119718,6 Brattle St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
22s-223@62j-sj2-rkz,22s-225@62j-sj2-rkz,Western Union,SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390,42.365733,-71.103173,625 Massachusetts Ave,Cambridge,MA,02139,US,,"{ ""Mon"": [[""8:00"", ""21:00""]], ""Tue"": [[""8:00"", ""21:00""]], ""Wed"": [[""8:00"", ""21:00""]], ""Thu"": [[""8:00"", ""21:00""]], ""Fri"": [[""8:00"", ""21:00""]], ""Sat"": [[""8:00"", ""21:00""]], ""Sun"": [[""8:00"", ""21:00""]] }",Currency Exchange,,,2021-02-02,POLYGON
22t-222@62j-sj2-p35,,Chipotle Mexican Grill,SG_BRAND_87bd111b6dd52ef32eaf3abf6d509065,Chipotle Mexican Grill,Restaurants and Other Eating Places,Limited-Service Restaurants,722513,42.364796,-71.103242,598 Massachusetts Ave,Cambridge,MA,02139,US,+18575004066,"{ ""Mon"": [[""10:45"", ""22:00""]], ""Tue"": [[""10:45"", ""22:00""]], ""Wed"": [[""10:45"", ""22:00""]], ""Thu"": [[""10:45"", ""22:00""]], ""Fri"": [[""10:45"", ""22:00""]], ""Sat"": [[""10:45"", ""22:00""]], ""Sun"": [[""10:45"", ""22:00""]] }","Counter Service,Lunch,Mexican Food,Catering,Dinner",,,2019-07-01,POLYGON
22t-222@62j-sk2-qpv,,Apartments at 78 Kirkland St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.377562,-71.108799,78 Kirkland St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
22y-222@62j-sjs-tgk,,Suzan Wolpow LMHC,"","",Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),621330,42.389579,-71.132891,111 Sherman St Rear,Cambridge,MA,02140,US,+16174410758,,Mental Health,,,2019-07-01,POLYGON
22y-222@62j-sjy-c89,,Vlagopoulos Triphon P,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,42.375669,-71.1445,575 Mount Auburn St,Cambridge,MA,02138,US,+16174972320,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",Internal Medicine,,,2019-07-01,POLYGON
22y-222@62j-sk2-xh5,,Apartments at 180 Elm St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.392534,-71.120331,180 Elm St,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
235-222@62j-sk2-vs5,,H&R Block,SG_BRAND_c19468cebc69ba51b37529f1fdd814f7,H&R Block,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services,541213,42.388917,-71.119972,1910 Massachusetts Ave,Cambridge,MA,02140,US,+16174417700,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [], ""Wed"": [[""12:00"", ""19:00""]], ""Thu"": [], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""10:00"", ""15:00""]], ""Sun"": [] }","Bookkeepers,Business Financing,Payroll,Tax Law",,,2019-07-01,POLYGON
236-222@62j-sjv-jgk,,Apartments at 23 Jay St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.365242,-71.110157,23 Jay St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
238-222@62j-sj2-rrk,,Apartments at 90 Norfolk St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.366344,-71.100315,90 Norfolk St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
23b-222@62j-sgg-jsq,,Condos at 518 Putnam Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.358038,-71.108833,518 Putnam Ave,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
23v-222@62j-sj2-nwk,,Uncle Logan's Cookie Palace,"","",Special Food Services,Caterers,722320,42.36388,-71.105147,171 Auburn St,Cambridge,MA,02139,US,+16174538932,,"Bakery,Catering,Gourmet",,,2019-07-01,POLYGON
23x-222@62j-sj2-5vf,,Apartments at 210 Prospect St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.370447,-71.099886,210 Prospect St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
242-222@62j-shx-j7q,,Apartments at 245 Cambridge St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.371208,-71.079972,245 Cambridge St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
242-222@62j-sjv-hwk,,Apartments at 27 Putnam Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.369162,-71.113698,27 Putnam Ave,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
24m-222@62j-sjv-bc5,,Uno Pizzeria & Grill,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.37299,-71.119629,22 JFK St,Cambridge,MA,02138,US,+16174971530,,"American Food,Healthy Food,Pizza",,2020-10-09,2019-07-01,POLYGON
24r-222@62j-sj2-ks5,,One Cell Systems,"","",Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,42.371811,-71.101553,100 Inman St Ste 200,Cambridge,MA,02139,US,+16178682399,,"",,,2019-07-01,POLYGON
25h-222@62j-sj2-47q,,Apartments at 241 Columbia St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.369244,-71.096801,241 Columbia St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
26f-222@62j-sk2-vxq,,Apartments at 69 Pemberton St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.390854,-71.126189,69 Pemberton St,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
zzw-229@62j-shx-jy9,,Kids Foot Locker,SG_BRAND_68570f77ebb9a7d792123a4c93256e88,Kids Foot Locker,Shoe Stores,Shoe Stores,448210,42.368017,-71.076395,100 Cambridgeside Pl Ste 208,Cambridge,MA,02141,US,+16175770155,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""12:00"", ""19:00""]] }","Accessories,Children's Clothing",2019-12-19,2022-04-08,2019-07-01,POLYGON
zzy-222@62j-sj2-7dv,zzw-222@62j-sj3-3yv,Kendall Square Cinema,"","",Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),512131,42.368264,-71.090065,355 Binney St,Cambridge,MA,02142,US,,"{ ""Mon"": [[""12:30"", ""22:00""]], ""Tue"": [[""12:30"", ""22:00""]], ""Wed"": [[""12:30"", ""22:00""]], ""Thu"": [[""12:30"", ""22:00""]], ""Fri"": [[""12:30"", ""22:00""]], ""Sat"": [[""10:30"", ""22:00""]], ""Sun"": [[""10:30"", ""22:00""]] }","",,,2019-07-01,POLYGON
zzy-222@62j-sj3-9mk,,Inman Square,"","","Museums, Historical Sites, and Similar Institutions",Historical Sites,712120,42.373602,-71.100864,Cambridge & Hampshire St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
zzy-224@62j-sgg-ks5,,Riverside Electrical Services,"","",Building Equipment Contractors,,2382,42.362284,-71.113963,332 River St,Cambridge,MA,02139,US,+16174554596,,"Electricians,Generators",,,2019-07-01,POLYGON
zzz-222@62j-sjv-fs5,,Hoyt Field,"","",Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,42.363705,-71.112561,Hoyt Field,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
222-222@62j-sj3-5pv,,Webster Bank,SG_BRAND_6a891d3a5ae81b16b3d50fee0dbd6d76,Webster Bank,Depository Credit Intermediation,Commercial Banking,522110,42.365143,-71.081075,100 Binney St,Cambridge,MA,02142,US,+16172527423,"{ ""Mon"": [[""9:00"", ""16:00""]], ""Tue"": [[""9:00"", ""16:00""]], ""Wed"": [[""9:00"", ""16:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","Investing,Mortgage Lender,Financial Advice,Financiamiento Empresarial,Installment Loans",,2021-06-02,2019-07-01,POLYGON
223-222@62j-sgg-fj9,,Apartments at 214 Chestnut St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.358546,-71.112494,214 Chestnut St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
227-222@62j-sjv-8qf,,Santouka Harvard Square,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.372208,-71.115966,1 Bow St,Cambridge,MA,02138,US,,,Japanese Food,,,2019-07-01,POLYGON
228-222@62j-sjv-fs5,,Apartments at 23 Montague St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.364113,-71.113232,23 Montague St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
229-222@62j-sjv-nbk,,Apartments at 14 Ash St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.374852,-71.124749,14 Ash St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
22j-222@62j-sj2-4d9,,Apartments at 150 Webster Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.370083,-71.093605,150 Webster Ave,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
22k-222@62j-sjv-pn5,,Apartments at 195 Mount Auburn St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.374794,-71.128889,195 Mount Auburn St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
22t-222@62j-sjv-f75,,Apartments at 9 Elmer St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.365573,-71.114439,9 Elmer St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
22x-222@62j-sj2-6p9,,Apartments at 90 Willow St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.372063,-71.092319,90 Willow St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
22z-222@62j-sjs-vvf,,Timothy P Deahl DDS,"","",Offices of Dentists,Offices of Dentists,621210,42.394698,-71.127692,2286 Massachusetts Ave,Cambridge,MA,02140,US,+16178684046,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }","Oral Surgeons,Periodontists",,,2019-07-01,POLYGON
238-222@62j-sjs-rhq,,Reservoir Church,"","",Religious Organizations,Religious Organizations,813110,42.39245,-71.13117,170 Rindge Ave,Cambridge,MA,02140,US,+16172520005,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [], ""Sun"": [[""10:30"", ""12:00""]] }",Churches,,,2019-07-01,POLYGON
23p-222@62j-sj2-mx5,,Apartments at 8 Adams Ter,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.375722,-71.109253,8 Adams Ter,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
242-222@62j-sj2-wx5,,Apartments at 693 Cambridge St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.372275,-71.088121,693 Cambridge St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
242-222@62j-sj3-9fz,,Top Cleaners,"","",Drycleaning and Laundry Services,Drycleaning and Laundry Services (except Coin-Operated),812320,42.37334,-71.099234,1300 Cambridge St,Cambridge,MA,02139,US,+16178647343,"{ ""Mon"": [[""7:00"", ""19:00""]], ""Tue"": [[""7:00"", ""19:00""]], ""Wed"": [[""7:00"", ""19:00""]], ""Thu"": [[""7:00"", ""19:00""]], ""Fri"": [[""7:00"", ""18:00""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [] }","",,,2019-07-01,POLYGON
24h-222@62j-sjz-jqf,,Heidi's Table,"","",Personal Care Services,Other Personal Care Services,812199,42.398389,-71.13189,2464 Massachusetts Ave Ste 405,Cambridge,MA,02140,US,+16175643434,"{ ""Mon"": [[""14:00"", ""20:00""]], ""Tue"": [[""8:00"", ""20:00""]], ""Wed"": [[""8:00"", ""20:00""]], ""Thu"": [[""8:00"", ""20:00""]], ""Fri"": [[""8:00"", ""19:30""]], ""Sat"": [[""9:00"", ""15:00""]], ""Sun"": [] }",Massage Therapy,,,2019-07-01,POLYGON
24n-222@62j-sjs-v4v,,Azalea Massage & Bodywork,"","",Personal Care Services,"Hair, Nail, and Skin Care Services",81211,42.395632,-71.128675,2326 Massachusetts Ave Ste 2,Cambridge,MA,02140,US,,"{ ""Mon"": [[""10:00"", ""21:00""]], ""Tue"": [[""10:00"", ""21:00""]], ""Wed"": [[""10:00"", ""21:00""]], ""Thu"": [[""10:00"", ""21:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""21:00""]], ""Sun"": [[""9:00"", ""20:00""]] }",Massage,,,2019-07-01,POLYGON
